id,name,dept,salary
690,Guido,Capital Goods,"€2125,69"
691,Else,n/a,"€1955,82"
692,Rasia,n/a,"€1978,32"
693,Lucretia,Finance,"€1554,71"
694,Rodie,Consumer Services,"€2673,50"
695,Darrel,Technology,"€2778,08"
696,Lorettalorna,n/a,"€2996,88"
697,Worthington,Consumer Services,"€2916,57"
698,Ileana,Health Care,"€2888,89"
699,Lorita,Public Utilities,"€2397,97"
700,Dasha,n/a,"€2729,88"
701,Jeanine,Energy,"€2538,46"
702,Sara,Consumer Services,"€1635,01"
703,Darcie,n/a,"€1926,91"
704,Marco,Finance,"€2699,40"
705,Geordie,Consumer Durables,"€1920,54"
706,Elnar,Finance,"€2652,56"
707,Roddy,n/a,"€1588,91"
708,Krystyna,Consumer Services,"€2511,77"
709,Mannie,Basic Industries,"€1948,82"
710,Peterus,n/a,"€2719,35"
711,Lucas,n/a,"€2718,51"
712,Blanca,n/a,"€1694,58"
713,Isaak,Public Utilities,"€2618,37"
714,Moll,Consumer Services,"€1597,59"
715,Geraldine,Consumer Services,"€2699,30"
716,Jerald,Consumer Non-Durables,"€2071,70"
717,Daryl,Finance,"€2405,87"
718,Cordi,Health Care,"€2035,43"
719,Gillian,Basic Industries,"€1696,83"
720,Erna,Finance,"€2214,98"
721,Britney,Consumer Durables,"€2457,45"
722,Rena,Technology,"€1952,06"
723,Gabi,Finance,"€1755,57"
724,Nertie,Finance,"€2534,94"
725,Bernarr,Consumer Non-Durables,"€2773,18"
726,Constance,Consumer Services,"€2862,31"
727,Mikael,Basic Industries,"€1648,36"
728,Yoshiko,Transportation,"€2349,92"
729,Kizzee,Capital Goods,"€2964,88"
730,Georgie,Miscellaneous,"€1996,74"
731,Costa,Miscellaneous,"€2176,74"
732,Damiano,Public Utilities,"€1778,43"
733,Yolanthe,Finance,"€2621,71"
734,Donetta,n/a,"€1969,86"
735,Maggee,Technology,"€2771,81"
736,Christophorus,Health Care,"€1838,37"
737,Karel,Technology,"€2616,92"
738,Alexio,Health Care,"€2719,15"
739,Ellswerth,Finance,"€2403,04"
740,Roley,Technology,"€2646,24"
741,Drugi,n/a,"€2761,88"
742,Ethelda,Basic Industries,"€2611,79"
743,Langsdon,Consumer Services,"€2050,20"
744,Joshua,n/a,"€2207,32"
745,Cherri,Finance,"€2148,12"
746,Nedda,Finance,"€2101,64"
747,Rog,n/a,"€2797,14"
748,Dimitri,Health Care,"€1788,97"
749,Gweneth,Miscellaneous,"€2436,26"
750,Darcy,Finance,"€1653,30"
751,Royce,Consumer Services,"€1591,49"
752,Devland,Basic Industries,"€1510,56"
753,Caddric,Basic Industries,"€1582,86"
754,Ruperta,Finance,"€1981,20"
755,Babbie,Finance,"€1835,38"
756,Nedi,Technology,"€1962,43"
757,Ulysses,Consumer Services,"€1510,09"
758,Woody,Basic Industries,"€2071,05"
759,Ellis,Finance,"€2395,67"
760,Gael,Health Care,"€2630,69"
761,Ellis,Technology,"€2513,55"
762,Alfy,Basic Industries,"€2926,55"
763,Gray,Energy,"€2701,05"
764,Arlina,Transportation,"€1595,36"
765,Desiree,Public Utilities,"€1967,33"
766,Kayle,Consumer Services,"€1526,79"
767,Derrick,Technology,"€2966,98"
768,Charlie,Public Utilities,"€2996,53"
769,Spence,n/a,"€1990,80"
770,Brennen,Health Care,"€2160,63"
771,Allsun,Technology,"€2650,26"
772,Winona,Consumer Services,"€1687,95"
773,Anne-corinne,n/a,"€2915,75"
774,Rorie,n/a,"€2206,90"
775,Samuele,Transportation,"€2652,84"
776,Marilyn,Technology,"€1670,92"
777,Georgie,Consumer Services,"€2461,50"
778,Monti,Finance,"€2568,87"
779,Chiquia,Health Care,"€1839,06"
780,Bern,Capital Goods,"€1788,08"
781,Kym,Finance,"€2034,92"
782,Claudelle,Technology,"€1948,25"
783,Cathryn,n/a,"€2092,31"
784,Alta,n/a,"€2273,97"
785,Dorolice,Public Utilities,"€2639,30"
786,Smitty,Consumer Services,"€2912,98"
787,Nanny,Energy,"€2736,27"
788,Magdalene,Capital Goods,"€2435,21"
789,Sandye,Finance,"€2213,86"
790,Lin,Health Care,"€1719,26"
791,Eal,n/a,"€2035,81"
792,Beaufort,n/a,"€2083,83"
793,Farand,Consumer Durables,"€1956,03"
794,Giulietta,Finance,"€2243,17"
795,Aeriel,Consumer Services,"€1721,59"
796,Dierdre,n/a,"€2498,92"
797,Evie,Consumer Services,"€2203,43"
798,Arvin,Health Care,"€2109,10"
799,Adelind,n/a,"€1767,65"
800,Melli,Technology,"€2006,23"
801,Bernie,Finance,"€1749,76"
802,Aleta,n/a,"€1769,56"
803,Neron,n/a,"€2059,98"
804,Esther,n/a,"€2733,47"
805,Dode,Finance,"€2702,29"
806,Phylys,Consumer Services,"€1951,32"
807,Charles,n/a,"€2746,97"
808,Reagen,Consumer Services,"€1616,55"
809,Colman,Technology,"€1866,04"
810,Theresita,Consumer Services,"€1501,71"
811,Hephzibah,n/a,"€2716,90"
812,Leland,n/a,"€1905,77"
813,Easter,Basic Industries,"€2824,48"
814,Viola,Finance,"€1582,08"
815,Dora,Technology,"€1666,71"
816,Stella,Finance,"€2833,93"
817,Edithe,Consumer Services,"€2494,13"
818,Vicky,Public Utilities,"€2891,09"
819,Doloritas,n/a,"€2185,88"
820,Tiena,Energy,"€1868,49"
821,Lorne,Technology,"€2001,46"
822,Olenolin,Consumer Services,"€1982,17"
823,Jayne,Transportation,"€2857,41"
824,Alethea,Finance,"€2155,83"
825,Ruby,n/a,"€1564,77"
826,Gianna,Capital Goods,"€1690,46"
827,Antonie,Transportation,"€2790,37"
828,Dewey,n/a,"€2661,57"
829,Nanette,Capital Goods,"€2449,74"
830,Corette,Finance,"€2158,69"
831,Dorolice,Finance,"€1952,96"
832,Nada,Energy,"€2255,31"
833,Judi,Energy,"€2589,83"
834,Jeremiah,Health Care,"€2827,05"
835,Renate,Consumer Services,"€2039,64"
836,Dixie,Health Care,"€2334,41"
837,Adrea,Technology,"€1644,50"
838,Chrystal,Energy,"€2965,54"
839,Elsey,n/a,"€2968,39"
840,Wesley,n/a,"€2539,95"
841,Birdie,n/a,"€2369,47"
842,Tisha,Consumer Services,"€2541,21"
843,Olivette,Finance,"€2282,58"
844,Marji,Transportation,"€1739,93"
845,Tuck,n/a,"€2515,13"
846,Garth,Public Utilities,"€2795,33"
847,Joey,Finance,"€1507,94"
848,Kalinda,n/a,"€1840,54"
849,Morlee,Consumer Services,"€2974,10"
850,Mace,Technology,"€2282,34"
851,Uriah,Health Care,"€1772,37"
852,Keslie,Consumer Durables,"€2546,68"
853,Toby,n/a,"€2969,53"
854,Goldy,Finance,"€2554,23"
855,Loise,Consumer Services,"€2350,19"
856,Luke,Capital Goods,"€2875,39"
857,Birgitta,Capital Goods,"€2409,87"
858,Merrick,n/a,"€1644,80"
859,Tamra,Finance,"€2369,03"
860,Iormina,Energy,"€2266,85"
861,Junette,Technology,"€1544,15"
862,Mariel,Health Care,"€1994,59"
863,Tabor,Capital Goods,"€2834,06"
864,Mureil,Consumer Services,"€2272,40"
865,Udell,Consumer Services,"€1818,24"
866,Poul,Technology,"€2681,06"
867,Klemens,Health Care,"€1535,88"
868,Bessie,n/a,"€2733,75"
869,Roley,n/a,"€2287,61"
870,Lolly,Consumer Services,"€2913,48"
871,Humberto,Consumer Non-Durables,"€2291,64"
872,Osgood,Capital Goods,"€2628,20"
873,April,Basic Industries,"€2058,35"
874,Fayette,Finance,"€2096,79"
875,Karia,Health Care,"€2589,74"
876,Costa,Consumer Services,"€2199,49"
877,Grannie,Health Care,"€2142,16"
878,Geoffrey,n/a,"€2372,33"
879,Collete,Health Care,"€1555,74"
880,Fairlie,Miscellaneous,"€2877,02"
881,Maybelle,Technology,"€2179,28"
882,Elwood,Public Utilities,"€2836,99"
883,Mari,n/a,"€2330,85"
884,Madison,n/a,"€1876,57"
885,Willis,Health Care,"€2525,97"
886,Correna,Consumer Non-Durables,"€2035,23"
887,Cob,n/a,"€1893,99"
888,Brandon,Finance,"€1965,01"
889,Corbet,Technology,"€2382,00"
890,Bruce,Consumer Services,"€1830,64"
891,Curran,Health Care,"€1916,22"
892,Annalee,Public Utilities,"€2374,14"
893,Iorgos,Consumer Services,"€2039,97"
894,Mersey,Basic Industries,"€2401,93"
895,Brion,Finance,"€2344,62"
896,Shane,Capital Goods,"€2633,56"
897,Layton,Consumer Services,"€1802,27"
898,Gan,Technology,"€2680,36"
899,Shaine,Health Care,"€1501,67"
900,Gavra,n/a,"€1724,15"
901,Carilyn,Finance,"€2784,53"
902,Wendi,Technology,"€1777,82"
903,Courtnay,Finance,"€2074,73"
904,Cyril,Energy,"€2568,45"
905,Tess,Energy,"€2396,09"
906,Leah,n/a,"€1681,10"
907,Alvina,Technology,"€1626,98"
908,Emera,Finance,"€1545,68"
909,Felecia,Consumer Services,"€2952,17"
910,Darlleen,Consumer Services,"€2543,50"
911,Jude,Finance,"€1776,16"
912,Cordy,Finance,"€2338,30"
913,Geoff,Consumer Services,"€1649,88"
914,Dinny,n/a,"€1756,35"
915,Theadora,Health Care,"€1536,97"
916,Celina,Public Utilities,"€2699,95"
917,Wilmer,Finance,"€2473,87"
918,Opal,n/a,"€2430,55"
919,Vyky,Health Care,"€2379,80"
920,Codi,Technology,"€2370,70"
921,Sergei,Consumer Services,"€2233,10"
922,Kevan,Miscellaneous,"€2002,43"
923,Richie,n/a,"€2294,08"
924,Yank,n/a,"€2070,42"
925,Fancy,Health Care,"€2065,44"
926,Selina,Consumer Durables,"€2560,02"
927,Fan,Consumer Services,"€1913,33"
928,Daisey,Finance,"€2092,00"
929,Sydel,Technology,"€2125,76"
930,Pepe,Energy,"€2699,79"
931,Kimmi,n/a,"€2581,36"
932,Tonie,n/a,"€2079,00"
933,Kameko,Technology,"€1980,97"
934,Marika,Consumer Services,"€2369,27"
935,Meryl,n/a,"€2079,19"
936,Ange,Consumer Services,"€1724,79"
937,Fenelia,Consumer Services,"€2461,43"
938,Teodoor,Consumer Non-Durables,"€1896,29"
939,Donni,n/a,"€2222,10"
940,Lethia,n/a,"€2424,91"
941,Tova,Technology,"€2245,74"
942,Kristin,n/a,"€2587,79"
943,Daisey,Public Utilities,"€1559,86"
944,Debby,Consumer Services,"€2537,70"
945,Brendis,Finance,"€2737,31"
946,Britta,Finance,"€2709,03"
947,Mord,Consumer Non-Durables,"€1596,79"
948,Freedman,Energy,"€2253,60"
949,Caryl,Basic Industries,"€2065,87"
950,Alphard,Health Care,"€1813,24"
951,Christyna,Finance,"€2805,73"
952,Asia,Consumer Durables,"€1848,52"
953,Francyne,n/a,"€1866,55"
954,Cullan,n/a,"€2094,25"
955,Reggie,Health Care,"€2402,84"
956,Auria,n/a,"€2365,69"
957,Jenica,Capital Goods,"€2724,13"
958,Nobe,Health Care,"€1944,76"
959,Thorndike,n/a,"€2846,62"
960,Luce,Technology,"€2377,10"
961,Nancee,Finance,"€2684,29"
962,Cissiee,n/a,"€1603,87"
963,Caddric,Consumer Services,"€1737,47"
964,Aurora,n/a,"€2882,46"
965,Obie,n/a,"€2493,11"
966,Audry,Health Care,"€2147,33"
967,Devin,Transportation,"€2298,88"
968,Aurore,n/a,"€2903,30"
969,Alex,Miscellaneous,"€2848,69"
970,Manya,Finance,"€2581,87"
971,Ethe,Consumer Services,"€2959,69"
972,Waldemar,Consumer Durables,"€2657,57"
973,Juana,Health Care,"€2854,82"
974,Cam,Consumer Services,"€1592,28"
975,Hillard,Finance,"€2026,85"
976,Opal,n/a,"€2839,21"
977,Danyette,Technology,"€1947,39"
978,Karla,Public Utilities,"€2076,91"
979,Netta,Health Care,"€1635,21"
980,Suzy,Finance,"€1720,80"
981,Chloe,Energy,"€2769,99"
982,Ema,Health Care,"€2151,23"
983,Moises,Finance,"€2817,14"
984,Lora,n/a,"€2595,81"
985,Nikola,Consumer Services,"€2932,64"
986,Alexandro,Technology,"€1634,25"
987,Hunter,Finance,"€2458,41"
988,Constantia,n/a,"€2466,63"
989,Clari,Consumer Services,"€2833,05"
990,Opal,Technology,"€2351,99"
991,Julietta,Consumer Services,"€2418,75"
992,Jedediah,Basic Industries,"€2423,23"
993,Nickie,Consumer Services,"€2084,49"
994,Carly,Consumer Services,"€2012,36"
995,Therine,Technology,"€2478,67"
996,Cyndy,Health Care,"€2033,11"
997,Bibby,Capital Goods,"€1624,30"
998,Margalo,Capital Goods,"€2439,41"
999,Jessica,Finance,"€2759,07"
1000,Ambrosius,Public Utilities,"€2953,14"
